0,1,70636,28847693,13444,26360,0.998625,0.840105,0.728236,0.000466,0.000000,12924,28861111,26,84072,0.997096,0.997992,0.133243,0.000001,0.000000,0,28861072,65,96996,0.996648,0.000000,0.000000,0.000002,-1.000000,71802,28854947,6190,25194,0.998916,0.920633,0.740257,0.000214,0.000000,69511,28857148,3989,27485,0.998913,0.945728,0.716638,0.000138,0.000000
0,2,70636,28847693,13444,26360,0.998625,0.840105,0.728236,0.000466,0.000000,12924,28861111,26,84072,0.997096,0.997992,0.133243,0.000001,0.000000,0,28861072,65,96996,0.996648,0.000000,0.000000,0.000002,-1.000000,74883,28854921,6216,22113,0.999022,0.923353,0.772022,0.000215,0.000000,73529,28857141,3996,23467,0.999052,0.948455,0.758062,0.000138,0.000000
0,3,70636,28847693,13444,26360,0.998625,0.840105,0.728236,0.000466,0.000000,12924,28861111,26,84072,0.997096,0.997992,0.133243,0.000001,0.000000,0,28861072,65,96996,0.996648,0.000000,0.000000,0.000002,-1.000000,84095,28854700,6437,12901,0.999332,0.928898,0.866995,0.000223,0.000000,80762,28856980,4157,16234,0.999296,0.951047,0.832632,0.000144,0.000000
0,4,70636,28847693,13444,26360,0.998625,0.840105,0.728236,0.000466,0.000000,12924,28861111,26,84072,0.997096,0.997992,0.133243,0.000001,0.000000,0,28861072,65,96996,0.996648,0.000000,0.000000,0.000002,-1.000000,87495,28854093,7044,9501,0.999429,0.925491,0.902048,0.000244,0.000000,84095,28856505,4632,12901,0.999395,0.947795,0.866995,0.000160,0.000000
0,5,70636,28847693,13444,26360,0.998625,0.840105,0.728236,0.000466,0.000000,12924,28861111,26,84072,0.997096,0.997992,0.133243,0.000001,0.000000,0,28861072,65,96996,0.996648,0.000000,0.000000,0.000002,-1.000000,89810,28853075,8062,7186,0.999473,0.917627,0.925914,0.000279,0.000000,85609,28855830,5307,11387,0.999424,0.941627,0.882603,0.000184,0.000000
0,6,70636,28847693,13444,26360,0.998625,0.840105,0.728236,0.000466,0.000000,12924,28861111,26,84072,0.997096,0.997992,0.133243,0.000001,0.000000,0,28861072,65,96996,0.996648,0.000000,0.000000,0.000002,-1.000000,91730,28850091,11046,5266,0.999437,0.892524,0.945709,0.000383,0.000000,87229,28853847,7290,9767,0.999411,0.922873,0.899305,0.000253,0.000000
0,7,70636,28847693,13444,26360,0.998625,0.840105,0.728236,0.000466,0.000000,12924,28861111,26,84072,0.997096,0.997992,0.133243,0.000001,0.000000,0,28861072,65,96996,0.996648,0.000000,0.000000,0.000002,-1.000000,93086,28843754,17383,3910,0.999265,0.842644,0.959689,0.000602,0.000000,89036,28849983,11154,7960,0.999340,0.888672,0.917935,0.000386,0.000000
0,8,70636,28847693,13444,26360,0.998625,0.840105,0.728236,0.000466,0.000000,12924,28861111,26,84072,0.997096,0.997992,0.133243,0.000001,0.000000,0,28861072,65,96996,0.996648,0.000000,0.000000,0.000002,-1.000000,94658,28832614,28523,2338,0.998934,0.768446,0.975896,0.000988,0.000000,91103,28842757,18380,5893,0.999162,0.832120,0.939245,0.000637,0.000000
0,9,70636,28847693,13444,26360,0.998625,0.840105,0.728236,0.000466,0.000000,12924,28861111,26,84072,0.997096,0.997992,0.133243,0.000001,0.000000,0,28861072,65,96996,0.996648,0.000000,0.000000,0.000002,-1.000000,95856,28812976,48161,1140,0.998298,0.665588,0.988247,0.001669,0.000000,92881,28829798,31339,4115,0.998776,0.747714,0.957576,0.001086,0.000000
0,10,70636,28847693,13444,26360,0.998625,0.840105,0.728236,0.000466,0.000000,12924,28861111,26,84072,0.997096,0.997992,0.133243,0.000001,0.000000,0,28861072,65,96996,0.996648,0.000000,0.000000,0.000002,-1.000000,96393,28780436,80701,603,0.997192,0.544304,0.993783,0.002796,0.000000,94262,28808595,52542,2734,0.998091,0.642094,0.971813,0.001821,0.000000
