0,1,22573391,18281,0.000810,15,0.000001,159,0.000007,9272,0.000411,8954,0.000397
0,2,22573391,18281,0.000810,15,0.000001,159,0.000007,9303,0.000412,8979,0.000398
0,3,22573391,18281,0.000810,15,0.000001,159,0.000007,9378,0.000415,9037,0.000400
0,4,22573391,18281,0.000810,15,0.000001,159,0.000007,9525,0.000422,9141,0.000405
0,5,22573391,18281,0.000810,15,0.000001,159,0.000007,9685,0.000429,9250,0.000410
0,6,22573391,18281,0.000810,15,0.000001,159,0.000007,9833,0.000436,9378,0.000415
0,7,22573391,18281,0.000810,15,0.000001,159,0.000007,10950,0.000485,10471,0.000464
0,8,22573391,18281,0.000810,15,0.000001,159,0.000007,11323,0.000502,10753,0.000476
0,9,22573391,18281,0.000810,15,0.000001,159,0.000007,12263,0.000543,11347,0.000503
0,10,22573391,18281,0.000810,15,0.000001,159,0.000007,14289,0.000633,12830,0.000568
0,11,22573391,18281,0.000810,15,0.000001,159,0.000007,18519,0.000820,16400,0.000727
0,12,22573391,18281,0.000810,15,0.000001,159,0.000007,24398,0.001081,22155,0.000981
0,13,22573391,18281,0.000810,15,0.000001,159,0.000007,30098,0.001333,27885,0.001235
0,14,22573391,18281,0.000810,15,0.000001,159,0.000007,35682,0.001581,33690,0.001492
0,15,22573391,18281,0.000810,15,0.000001,159,0.000007,40519,0.001795,38737,0.001716
0,16,22573391,18281,0.000810,15,0.000001,159,0.000007,44564,0.001974,42935,0.001902
1,1,22573391,18281,0.000810,15,0.000001,159,0.000007,9149,0.000405,8954,0.000397
1,2,22573391,18281,0.000810,15,0.000001,159,0.000007,9496,0.000421,8979,0.000398
1,3,22573391,18281,0.000810,15,0.000001,159,0.000007,9636,0.000427,9037,0.000400
1,4,22573391,18281,0.000810,15,0.000001,159,0.000007,9857,0.000437,9141,0.000405
1,5,22573391,18281,0.000810,15,0.000001,159,0.000007,10059,0.000446,9250,0.000410
1,6,22573391,18281,0.000810,15,0.000001,159,0.000007,10155,0.000450,9378,0.000415
1,7,22573391,18281,0.000810,15,0.000001,159,0.000007,11509,0.000510,10471,0.000464
1,8,22573391,18281,0.000810,15,0.000001,159,0.000007,12158,0.000539,10753,0.000476
1,9,22573391,18281,0.000810,15,0.000001,159,0.000007,13256,0.000587,11347,0.000503
1,10,22573391,18281,0.000810,15,0.000001,159,0.000007,15314,0.000678,12830,0.000568
1,11,22573391,18281,0.000810,15,0.000001,159,0.000007,19367,0.000858,16400,0.000727
1,12,22573391,18281,0.000810,15,0.000001,159,0.000007,24885,0.001102,22155,0.000981
1,13,22573391,18281,0.000810,15,0.000001,159,0.000007,30655,0.001358,27885,0.001235
1,14,22573391,18281,0.000810,15,0.000001,159,0.000007,35378,0.001567,33690,0.001492
