0, 1, 39.244300
0, 2, 35.098400
0, 3, 40.341800
0, 4, 39.166800
0, 5, 42.844400
0, 6, 44.770300
0, 7, 38.276700
0, 8, 38.441300
0, 9, 40.515400
0, 10, 38.343000
0, 11, 38.555200
0, 12, 39.284700
0, 13, 44.939900
0, 14, 41.198500
0, 15, 42.845700
0, 16, 40.218200
1, 1, 42.549800
1, 2, 40.204300
1, 3, 38.693800
1, 4, 40.120200
1, 5, 55.680100
1, 6, 40.482600
1, 7, 40.057500
1, 8, 42.915600
1, 9, 41.276700
1, 10, 39.612000
1, 11, 37.371300
1, 12, 38.769700
1, 13, 38.734200
1, 14, 35.259500
1, 15, 40.684900
1, 16, 40.062300
2, 1, 38.461600
2, 2, 40.841900
2, 3, 35.805600
2, 4, 38.642000
2, 5, 36.734400
2, 6, 37.768400
2, 7, 37.362400
2, 8, 38.839500
2, 9, 37.468300
2, 10, 38.775700
2, 11, 38.531600
2, 12, 37.089200
2, 13, 39.639700
2, 14, 41.481600
2, 15, 42.695700
2, 16, 40.637200
3, 1, 38.739800
3, 2, 39.975600
3, 3, 39.181600
3, 4, 39.153800
3, 5, 38.723300
3, 6, 37.222000
3, 7, 40.811100
3, 8, 37.380400
3, 9, 38.611100
3, 10, 37.931500
3, 11, 38.219300
3, 12, 40.539300
3, 13, 37.574900
3, 14, 37.701100
3, 15, 38.754700
3, 16, 38.143800
4, 1, 38.912300
4, 2, 43.729600
4, 3, 36.962500
4, 4, 38.053300
4, 5, 34.750800
4, 6, 39.427100
4, 7, 37.943700
4, 8, 37.015300
4, 9, 39.211200
4, 10, 37.794400
4, 11, 36.479300
4, 12, 37.198800
4, 13, 38.828000
4, 14, 38.622100
4, 15, 39.204100
4, 16, 42.246200
